jyutping_code,hanzi,word,frequency,tags
"ngan1 pei4",奀皮,奀皮,300,daily
"ngan1 sai3",奀細,奀細,300,"daily,adjective"
"ngan1 ci1 ci1",奀雌雌,奀雌雌,250,"daily,phrase"
"jim1 jim1",奄奄,奄奄,300,"daily,verb,food"
"jim2 zim1",奄尖,奄尖,300,daily
"jim2 mun6",奄悶,奄悶,300,"daily,adjective"
paau3,奅,奅,400,"daily,verb"
"kei4 wai5 gwo2",奇偉果,奇偉果,250,"daily,phrase"
kei4,奇,奇,400,daily
"kei4 miu6",奇妙,奇妙,300,daily
"kei4 mo1",奇摩,奇摩,300,daily
"kei4 jyun4",奇緣,奇緣,300,daily
"kei4 zik1",奇蹟,奇蹟,300,"daily,noun"
"kei4 lei4",奇離,奇離,300,"daily,verb"
"noi6 keoi5 m4 ho4",奈佢唔何,奈佢唔何,180,"daily,verb,phrase"
"fung6 tin1 sing4 wan6",奉天承運,奉天承運,180,"daily,verb,phrase"
"fung6 zi2",奉旨,奉旨,300,daily
"fung6 zi2 sing4 fan1",奉旨成婚,奉旨成婚,180,"daily,phrase"
"zau3 zit6",奏捷,奏捷,300,daily
"zau3 zoeng1",奏章,奏章,300,"daily,verb"
"kai3 naa2",契乸,契乸,300,"daily,family"
"kai3 zai2",契仔,契仔,300,"daily,noun"
"kai3 go1",契哥,契哥,300,"daily,family"
kai3,契,契,400,"daily,verb,family"
"kai3 neoi5",契女,契女,300,daily
"kai3 mui6",契妹,契妹,300,"daily,family"
"kai3 gaa1 lou2",契家佬,契家佬,250,"daily,verb,phrase"
"kai3 gaa1 po2",契家婆,契家婆,250,"daily,verb,phrase"
"kai3 je4",契爺,契爺,300,"daily,noun,family"
"kai3 sai3 lou2",契細佬,契細佬,250,"daily,family,phrase"
"kit3 fut3",契闊,契闊,300,"daily,verb"
"zaa3 goek3",奓腳,奓腳,300,"daily,noun"
"zaa3 bei6",奓鼻,奓鼻,300,daily
"jik6 jik6",奕奕,奕奕,300,daily
"tou3 dang6",套戥,套戥,300,"daily,noun"
"tou3 jin6",套現,套現,300,"daily,verb"
"tou3 piu3",套票,套票,300,"daily,noun"
"dyut6 hong1 ji4 ceot1",奪眶而出,奪眶而出,180,"daily,food,body,phrase"
"fan5 jung5 dong1 sin1",奮勇當先,奮勇當先,180,"daily,verb,phrase"
"fan5 min5",奮勉,奮勉,300,"daily,verb"
"neoi5 zung1 jam1",女中音,女中音,250,"daily,phrase"
"neoi5 zyu2 gok3",女主角,女主角,250,"daily,phrase"
"neoi5 jan2 mei6",女人味,女人味,250,"daily,phrase"
"neoi5 jan4",女人,女人,300,"daily,noun"
"neoi5 jan2 jing4",女人形,女人形,250,"daily,noun,phrase"
"neoi5 jan2 gaai1",女人街,女人街,250,"daily,verb,phrase"
"neoi5 zai2 zi1 gaa1",女仔之家,女仔之家,180,"daily,verb,phrase"
"neoi5 zai2",女仔,女仔,300,"daily,noun"
"neoi5 dai1 jam1",女低音,女低音,250,"daily,phrase"
"neoi2 baau1",女包,女包,300,"daily,noun,body"
"neoi5 hok6 saang1",女學生,女學生,250,"daily,school,phrase"
"neoi5 ci3 so2",女廁所,女廁所,250,"daily,noun,phrase"
"neoi5 kyun4 wan6 dung6",女權運動,女權運動,180,"daily,phrase"
"neoi5 jin2 jyun4",女演員,女演員,250,"daily,noun,phrase"
"neoi5 wai6 jyut6 gei2 ze2 jung4",女為悅己者容,女為悅己者容,140,"daily,noun,phrase"
"neoi5 wong4 lou5 ng5",女王老五,女王老五,180,"daily,phrase"
"neoi5 saang1 suk1 se3",女生宿舍,女生宿舍,180,"daily,phrase"
"neoi5 gaai3",女界,女界,300,daily
"neoi5 tung4 jyun2",女童院,女童院,250,"daily,phrase"
"nou4 faa3",奴化,奴化,300,daily
"naai5 je5",奶嘢,奶嘢,300,"daily,noun"
"naai4 naai2",奶奶,奶奶,300,"daily,noun,family"
"naai5 zeon1",奶樽,奶樽,300,daily
"naai5 fan2",奶粉,奶粉,300,daily
"naai5 tong2",奶糖,奶糖,300,daily
"naai5 daam2",奶膽,奶膽,300,"daily,color"
"gaan1 zai2",奸仔,奸仔,300,daily
"gaan1 gok3",奸角,奸角,300,"daily,noun"
"gaan1 maau1",奸貓,奸貓,300,daily
"gaan1 laai6",奸賴,奸賴,300,"daily,verb,food"
"gaan1 gwai2",奸鬼,奸鬼,300,daily
"taa1 mun4 dik1",她們的,她們的,250,"daily,phrase"
"taa1 dik1",她的,她的,300,daily
"hou2 zyu2 ji3",好主意,好主意,250,"daily,noun,phrase"
"hou2 si6 bat1 ceot1 mun4 waai6 si6 cyun4 cin1 lei5",好事不出門，壞事傳千里,好事不出門，壞事傳千里,50,"daily,phrase"
"hou2 jan4 si2",好人事,好人事,250,"daily,noun,phrase"
"hou2 jan4",好人,好人,300,daily
"hou2 jan4 hou2 ze2",好人好姐,好人好姐,180,"daily,noun,phrase"
"hou2 jan4 naan4 zou6",好人難做,好人難做,180,"daily,verb,phrase"
"hou2 zai2 m4 dong1 caai1",好仔唔當差,好仔唔當差,160,"daily,verb,phrase"
"hou2 zai2",好仔,好仔,300,"daily,noun"
"hou2 ci5 … gam2",好似…噉,好似…噉,180,"daily,phrase"
"hou2 ci5 hai6",好似係,好似係,250,"daily,phrase"
"hou2 ci5",好似,好似,300,"daily,adjective"
"hou2 lou2 paa3 laan6 lou2",好佬怕爛佬,好佬怕爛佬,160,"daily,phrase"
"hou2 sai2 hou2 jung6",好使好用,好使好用,180,"daily,phrase"
"hou2 gaa1 fo2",好傢伙,好傢伙,250,"daily,phrase"
"hou2 king1",好傾,好傾,300,"daily,noun,food"
"hou2 dou3 gik6",好到極,好到極,250,"daily,adjective,phrase"
"hou2 lik6",好力,好力,300,daily
"hou2 ging6",好勁,好勁,300,daily
"hou2 hau2",好口,好口,300,daily
"hou2 lek1",好叻,好叻,300,"daily,adjective"
"hou2 aa3",好呀,好呀,300,"daily,adjective"
"hou2 mei6",好味,好味,300,daily
"hou2 meng6 seoi2",好命水,好命水,250,"daily,phrase"
"hou2 m4 hou2",好唔好,好唔好,250,"daily,phrase"
"hou2 m4 dim6",好唔掂,好唔掂,250,"daily,phrase"
"hou2 coeng3 hau2",好唱口,好唱口,250,"daily,verb,phrase"
"hou2 ngaam1 gai2",好啱偈,好啱偈,250,"daily,phrase"
"hou2 di1",好啲,好啲,300,daily
"hou2 koi3 m4 ling4 cau2 koi3 ling4",好嘅唔靈醜嘅靈,好嘅唔靈醜嘅靈,50,"daily,phrase"
"hou2 cou4",好嘈,好嘈,300,daily
"hou2 je5",好嘢,好嘢,300,"daily,noun,food"
"hou2 dei6 dei6",好地地,好地地,250,"daily,adjective,phrase"
"hou2 do1 si4",好多時,好多時,250,"daily,adjective,phrase"
"hou2 tin1",好天,好天,300,"daily,noun"
"hou2 tin1 wan2 maai4 lok6 jyu5 mai5",好天搵埋落雨米,好天搵埋落雨米,50,"daily,verb,phrase"
"hou2 hou2 dei2",好好地,好好地,250,"daily,adjective,phrase"
"hou2 hou2 dik1",好好的,好好的,250,"daily,phrase"
"hou2 hou2 tai2 tai2",好好睇睇,好好睇睇,180,"daily,phrase"
"hou2 haai4 zi2",好孩子,好孩子,250,"daily,noun,phrase"
"hou2 siu2 ho2",好少何,好少何,250,"daily,noun,phrase"
"hou2 siu2",好少,好少,300,"daily,noun"
"hou2 siu2 siu2",好少少,好少少,250,"daily,noun,phrase"
"hou2 siu2 lei5",好少理,好少理,250,"daily,phrase"
"hou2 si5",好市,好市,300,"daily,food"
"hou2 coi2",好彩,好彩,300,"daily,adjective"
"hou2 coi2 sou3",好彩數,好彩數,250,"daily,verb,phrase"
"hou2 dak1 do1",好得多,好得多,250,"daily,phrase"
"hou2 dak1",好得,好得,300,"daily,polite"
"hou2 dak1 zai6",好得滯,好得滯,250,"daily,phrase"
"hou2 sam1 dei2",好心地,好心地,250,"daily,noun,body,phrase"
"hou2 sam1 cing4",好心情,好心情,250,"daily,noun,phrase"
"hou2 sam1 jau5 hou2 bou3",好心有好報,好心有好報,160,"daily,body,phrase"
"hou2 sam1 gei1",好心機,好心機,250,"daily,noun,phrase"
"hou2 sam1 zoek6 leoi4 pek3",好心着雷劈,好心着雷劈,160,"daily,body,phrase"
"hou2 han6",好恨,好恨,300,daily
"hou2 soeng2",好想,好想,300,"daily,verb"
"hou2 ji3 tau4",好意頭,好意頭,250,"daily,phrase"
"hou2 hei3 zoi6 hau6 tau4",好戲在後頭,好戲在後頭,160,"daily,verb,phrase"
"hou2 sau2 mei5",好手尾,好手尾,250,"daily,phrase"
"hou2 sau2 goek3",好手腳,好手腳,250,"daily,food,phrase"
"hou2 dai2",好抵,好抵,300,"daily,adjective"
"hou2 jat6",好日,好日,300,"daily,verb"
"hou2 ging2",好景,好景,300,"daily,adjective"
"hou2 joeng2",好樣,好樣,300,"daily,adjective"
"hou2 zeng3",好正,好正,300,"daily,adjective"
"hou2 sei2",好死,好死,300,"daily,verb,food,question"
"hou2 hei3",好氣,好氣,300,"daily,verb"
"hou2 seoi2 mou5 gei2 do1 ziu1",好水冇幾多朝,好水冇幾多朝,140,"daily,phrase"
"hou2 siu1 sik1",好消息,好消息,250,"daily,phrase"
"hou2 cing1",好清,好清,300,"daily,body"
"hou2 guk6",好焗,好焗,300,daily
"hou2 mat6 cam4 gwai1 dai2",好物沉歸底,好物沉歸底,160,"daily,noun,phrase"
"hou2 maang5 gwai2",好猛鬼,好猛鬼,250,"daily,noun,phrase"
"hou2 faan1",好番,好番,300,"daily,verb"
"hou2 gui6",好癐,好癐,300,"daily,adjective"
"hou2 dik1",好的,好的,300,daily
"hou2 soeng1 jyu5",好相與,好相與,250,"daily,adjective,phrase"
"hou2 mei4 hou2 maau6",好眉好貌,好眉好貌,180,"daily,noun,phrase"
"hou2 mei4 hou2 maau6 saang1 saa1 sat1",好眉好貌生沙蝨,好眉好貌生沙蝨,50,"daily,verb,phrase"
"hou2 ngaan5",好眼,好眼,300,"daily,body"
"hou2 ngaan5 gaai3",好眼界,好眼界,250,"daily,food,phrase"
"hou2 fan3",好瞓,好瞓,300,"daily,noun,food"
"hou2 siu3 hau2",好笑口,好笑口,250,"daily,emotion,phrase"
"hou2 zing1 san4",好精神,好精神,250,"daily,phrase"
"hou2 sok3",好索,好索,300,"daily,verb,body"
"hou2 faan1",好翻,好翻,300,"daily,verb"
"hou2 noi6 mou5 gin3",好耐冇見,好耐冇見,180,"daily,phrase"
"hou2 noi6 mou5 gin3",好耐冇见,好耐冇见,180,"daily,noun,phrase"
"hou2 noi6",好耐,好耐,300,"daily,noun"
"hou2 ji5",好耳,好耳,300,daily
"hou2 seng1",好聲,好聲,300,"daily,adjective,food"
"hou2 seng1 hou2 hei3",好聲好氣,好聲好氣,180,"daily,verb,phrase"
"hou2 goek3 tau4",好腳頭,好腳頭,250,"daily,phrase"
"hou2 daam2",好膽,好膽,300,"daily,adjective,body"
"hou2 haang4 gaap3 m4 sung3",好行夾唔送,好行夾唔送,160,"daily,phrase,polite"
"hou2 haang4",好行,好行,300,"daily,verb"
"hou2 seoi1 m4 seoi1",好衰唔衰,好衰唔衰,180,"daily,adjective,phrase"
"hou2 waa2 m4 hou2 teng1",好話唔好聽,好話唔好聽,160,"daily,verb,phrase"
"hou2 sik1",好識,好識,300,"daily,verb"
"hou2 gwai3",好貴,好貴,300,"daily,adjective"
"hou2 maai6",好賣,好賣,300,daily
"hou2 faan2",好返,好返,300,daily
"hou2 kau4",好逑,好逑,300,daily
"hou2 gwo3 mou5",好過冇,好過冇,250,"daily,phrase"
"hou2 cau2",好醜,好醜,300,daily
"hou2 je5",好野,好野,300,"daily,verb"
"hou2 zung1 ji3",好鍾意,好鍾意,250,"daily,verb,phrase"
"hou2 haan4",好閑,好閑,300,daily
"hou2 gaan3",好閒,好閒,300,"daily,verb"
"hou2 tau4 hou2 mei5",好頭好尾,好頭好尾,180,"daily,phrase"
"hou2 geng2",好頸,好頸,300,daily
"hou2 sik6 hou2 zyu6",好食好住,好食好住,180,"daily,noun,food,phrase"
"hou2 sik6",好食,好食,300,daily
"hou3 sik6 laan5 fei1",好食懶飛,好食懶飛,180,"daily,verb,emotion,phrase"
"hou2 sik6 zaang1 bang1 tau4",好食爭崩頭,好食爭崩頭,160,"daily,phrase"
"hou2 gwai2",好鬼,好鬼,300,daily
"hou2 gwai2 sei2",好鬼死,好鬼死,250,"daily,phrase"
"jyu4 soeng6",如上,如上,300,daily
"jyu4 soeng6 so2 seot6",如上所述,如上所述,180,"daily,phrase"
"jyu4 jap6 mou4 jan4 zi1 ging2",如入無人之境,如入無人之境,140,"daily,verb,phrase,question"
"jyu4 song3 haau2 bei2",如喪考妣,如喪考妣,180,"daily,phrase"
"jyu4 mung6 co1 sing2",如夢初醒,如夢初醒,180,"daily,noun,phrase"
"jyu4 soeng4",如常,如常,300,daily
"jyu4 jat6 zung1 tin1",如日中天,如日中天,180,"daily,verb,phrase"
"jyu4 ci2 ji4 ji5",如此而已,如此而已,180,"daily,noun,phrase"
"jyu4 heoi2",如許,如許,300,daily
"mong5 gaa1",妄加,妄加,300,daily
"jam6 san1 kei4",妊娠期,妊娠期,250,"daily,phrase"
"jam6 san1 man4",妊娠紋,妊娠紋,250,"daily,verb,phrase"
"jam4 san4 sing1",妊神星,妊神星,250,"daily,phrase"
"hai6 / gaai3",妎,妎,400,daily
"dou3 han6",妒恨,妒恨,300,"daily,verb"
"dou3 fo2 zung1 siu1",妒火中燒,妒火中燒,180,"daily,emotion,phrase"
"jiu2 gwaai3",妖怪,妖怪,300,daily
"jiu1 seng1 jiu1 hei3",妖聲妖氣,妖聲妖氣,180,"daily,verb,phrase,question"
"kam5 po4",妗婆,妗婆,300,"daily,noun"
"kam5 mou5",妗母,妗母,300,"daily,noun"
wan4,妘,妘,400,"daily,noun"
"miu6 soeng2 tin1 hoi1",妙想天開,妙想天開,180,"daily,phrase"
"miu6 jung6",妙用,妙用,300,"daily,noun,animal"
"miu6 caak3",妙策,妙策,300,"daily,noun"
"miu6 kyut3",妙訣,妙訣,300,"daily,noun"
"miu6 jyu5",妙語,妙語,300,"daily,noun"
"miu6 jyu5 gaai2 ji4",妙語解頤,妙語解頤,180,"daily,verb,phrase"
"miu6 jyu5 lin4 zyu1",妙語連珠,妙語連珠,180,"daily,phrase"
"miu6 leon6",妙論,妙論,300,"daily,noun"
"miu6 ling4 siu3 neoi5",妙齡少女,妙齡少女,180,"daily,phrase"
"zong1 gaa3",妝嫁,妝嫁,300,daily
"to5 sin6 cyu2 lei5",妥善處理,妥善處理,180,"daily,verb,phrase"
"mui1 deng1",妹丁,妹丁,300,daily
"mui1 zai2 deng1",妹仔丁,妹仔丁,250,"daily,phrase"
"mui1 zai2 daai6 gwo3 zyu2 jan2 po4",妹仔大過主人婆,妹仔大過主人婆,50,"daily,verb,phrase,question"
"mui1 zai2",妹仔,妹仔,300,daily
mui6,妹,妹,400,"daily,verb"
"mui4 mui1 zai2",妹妹仔,妹妹仔,250,"daily,phrase"
"mui1 deng1",妹釘,妹釘,300,"daily,noun,food"
"cai1 ji4 lou5 siu2",妻兒老小,妻兒老小,180,"daily,noun,family,phrase"
"cai1 nou4",妻孥,妻孥,300,"daily,noun"
jim5,姌,姌,400,daily
maan4,姏,姏,400,daily
"ze2 mui6",姐妹,姐妹,300,daily
ze2,姐,姐,400,"daily,noun"
"ze4 ze1 zai2",姐姐仔,姐姐仔,250,"daily,noun,phrase"
"ze2 ze2",姐姐,姐姐,300,"daily,noun,family"
"ze2 sau2 ze2 goek3",姐手姐腳,姐手姐腳,180,"daily,verb,phrase"
"gu1 zai2",姑仔,姑仔,300,"daily,family"
"gu1 mat6 leon6",姑勿論,姑勿論,250,"daily,verb,phrase"
"gu1 taai3",姑太,姑太,300,"daily,family"
"gu1 naai4",姑奶,姑奶,300,"daily,family"
"gu1 ze1",姑姐,姑姐,300,"daily,family"
"gu1 noeng4 zai2",姑娘仔,姑娘仔,250,"daily,noun,phrase"
"gu1 noeng4",姑娘,姑娘,300,"daily,noun"
"gu1 po4",姑婆,姑婆,300,daily
"gu1 je4 zai2",姑爺仔,姑爺仔,250,"daily,verb,phrase"
"gu1 sou1",姑蘇,姑蘇,300,daily
"gu1 biu2",姑表,姑表,300,"daily,family"
"sing3 ming4",姓名,姓名,300,daily
"sing3 si6",姓氏,姓氏,300,daily
"sing3 laai6",姓賴,姓賴,300,"daily,verb"
"wai2 wat1",委屈,委屈,300,daily
"wai1 se4",委蛇,委蛇,300,"daily,verb"
"jin4 ci1",妍媸,妍媸,300,daily
"jiu4 zi2 ling4",姚子羚,姚子羚,250,"daily,noun,phrase"
"haau6 mei6",姣味,姣味,300,"daily,adjective"
gaau2,姣,姣,400,daily
"haau4 po4 sau2 m4 dou2 gwaa2",姣婆守唔到寡,姣婆守唔到寡,140,"daily,verb,phrase"
"haau4 po4 laam4",姣婆藍,姣婆藍,250,"daily,noun,phrase"
"gaau2 si1 dan6 duk1",姣屍扽篤,姣屍扽篤,180,"daily,verb,phrase"
"haau4 hei3",姣氣,姣氣,300,"daily,noun"
"ji4 zoeng6",姨丈,姨丈,300,"daily,noun"
"ji1 zai2",姨仔,姨仔,300,"daily,family"
"ji4 po4",姨婆,姨婆,300,"daily,noun"
"ji4 maa1 dou3",姨媽到,姨媽到,250,"daily,noun,phrase"
"ji4 maa1 gu1 ze1",姨媽姑姐,姨媽姑姐,180,"daily,noun,family,phrase"
"ji4 maa1 gan1",姨媽巾,姨媽巾,250,"daily,noun,phrase"
"ji4 sang1 neoi5",姨甥女,姨甥女,250,"daily,family,phrase"
"ji4 sang1",姨甥,姨甥,300,"daily,family"
"ji4 biu2",姨表,姨表,300,"daily,noun,family,question"
"zat6 zai2",姪仔,姪仔,300,daily
"jan1 aa3",姻婭,姻婭,300,daily
"ci2 / si4",姼,姼,400,daily
"zi1 zing2",姿整,姿整,300,daily
"wai1 jaa5",威也,威也,300,"daily,noun"
"wai1 dou3 zeon6",威到盡,威到盡,250,"daily,verb,phrase,question"
"wai1 faa3 beng2",威化餅,威化餅,250,"daily,noun,food,phrase"
"wai1 jaa1",威吔,威吔,300,daily
"wai1 si6 gei2",威士忌,威士忌,250,"daily,phrase"
wai1,威,威,400,daily
"wai1 lim4 wong4 zi2",威廉王子,威廉王子,180,"daily,phrase"
"wai1 mou5",威武,威武,300,"daily,verb"
"wai1 seoi2 si2",威水史,威水史,250,"daily,phrase"
"wai1 seoi2",威水,威水,300,"daily,adjective"
"wai1 ji5 si1",威爾斯,威爾斯,250,"daily,verb,phrase"
"wai1 ji5 si1 man4",威爾斯文,威爾斯文,180,"daily,phrase"
"wai1 ji5 si1 can1 wong4",威爾斯親王,威爾斯親王,160,"daily,phrase"
"wai1 ji5 si1 can1 wong4 ji1 jyun2",威爾斯親王醫院,威爾斯親王醫院,50,"daily,phrase"
"wai1 hip3",威脅,威脅,300,"daily,noun,food"
"wai1 ling4 deon6 gaai1",威靈頓街,威靈頓街,180,"daily,noun,phrase"
"wai1 fung1 sou3 dei6",威風掃地,威風掃地,180,"daily,phrase"
"mei5 mei5 ji4 taam4",娓娓而談,娓娓而談,180,"daily,phrase"
cuk1,娖,娖,400,"daily,verb,food"
"noeng1 bing2",娘丙,娘丙,300,"daily,verb,family,animal"
"noeng4 zi2 gwan1",娘子軍,娘子軍,250,"daily,noun,phrase"
"noeng1 baau3",娘爆,娘爆,300,"daily,noun"
"noeng4 can1",娘親,娘親,300,"daily,family"
jing4,娙,娙,400,"daily,noun,body"
"jyu4 lok6 hyun1",娛樂圈,娛樂圈,250,"daily,phrase,question"
"jyu4 lok6 sing3",娛樂性,娛樂性,250,"daily,phrase"
"jyu4 gei3",娛記,娛記,300,"daily,noun"
"san1 gei2",娠紀,娠紀,300,daily
zong1,娤,娤,400,"daily,body"
"ngo4 mei4 jyut6",娥眉月,娥眉月,250,"daily,phrase"
"ngo4 mei4 zau1",娥眉洲,娥眉洲,250,"daily,noun,phrase"
"ceoi2 sam1 pou5",娶心抱,娶心抱,250,"daily,verb,phrase"
"ceoi2 lou5 po4",娶老婆,娶老婆,250,"daily,verb,phrase"
"o2 no5 do1 zi1",婀娜多姿,婀娜多姿,180,"daily,adjective,phrase"
"pau3 naam5",婄腩,婄腩,300,daily
"po4 naa2",婆乸,婆乸,300,"daily,verb"
"po4 zai2 gai3",婆仔髻,婆仔髻,250,"daily,noun,phrase"
"po4 po2",婆婆,婆婆,300,"daily,noun"
"po4 maa1",婆媽,婆媽,300,"daily,verb"
"po4 maa1 sou3",婆媽數,婆媽數,250,"daily,noun,phrase"
"po4 gai3 saan1",婆髻山,婆髻山,250,"daily,phrase"
"wo2 / wo1",婑,婑,400,"daily,animal"
"zit6 jyu4",婕妤,婕妤,300,"daily,noun"
"gyun3 / kyun4",婘,婘,400,"daily,verb"
"fan1 syu1",婚書,婚書,300,"daily,animal"
"waan1 / wun1",婠,婠,400,daily
"fu5 neoi5 si6 mou6 wai2 jyun4 wui2",婦女事務委員會,婦女事務委員會,50,"daily,phrase"
"fu5 neoi5 zou2 zik1",婦女組織,婦女組織,180,"daily,phrase"
"fu5 jyu4",婦孺,婦孺,300,daily
"fu5 fo1 ji1 sang1",婦科醫生,婦科醫生,180,"daily,phrase"
"fu5 dou6",婦道,婦道,300,daily
"laam4 lyut6",婪劣,婪劣,300,daily
"ting4 ting4",婷婷,婷婷,300,"daily,adjective"
"mui4 jan4 po4",媒人婆,媒人婆,250,"daily,phrase"
min4,媔,媔,400,"daily,body"
pin1,媥,媥,400,"daily,body"
"maa1 ze2",媽姐,媽姐,300,daily
"maa1 maa1 saang1",媽媽生,媽媽生,250,"daily,noun,phrase"
"maa1 maa1 seng1",媽媽聲,媽媽聲,250,"daily,phrase"
"maa1 daa2",媽打,媽打,300,"daily,family"
"maa1 gok3 miu6",媽閣廟,媽閣廟,250,"daily,phrase"
"kau1 neoi2",媾女,媾女,300,"daily,verb"
"gaa3 m4 ceot1",嫁唔出,嫁唔出,280,"number,body"
"ming4 / ming5 / mang4",嫇,嫇,400,number
"zat6 ok3 jyu4 sau4",嫉惡如仇,嫉惡如仇,180,"daily,phrase"
"jim4 mai5 gwai3",嫌米貴,嫌米貴,250,"daily,noun,food,phrase,question"
"jim4 cin2 seng1",嫌錢腥,嫌錢腥,250,"daily,phrase"
"piu4 dou2 jam2 ceoi1",嫖賭飲吹,嫖賭飲吹,180,"daily,food,phrase"
nik1,嫟,嫟,400,"daily,verb,body"
"dik1 paai3",嫡派,嫡派,300,daily
"jin1 hung4",嫣紅,嫣紅,300,"daily,noun,color"
"nyun6 hau2",嫩口,嫩口,300,"daily,verb"
nyun6,嫩,嫩,400,daily
"nyun6 waat6",嫩滑,嫩滑,300,"daily,animal"
"nyun6 nap1 nap1",嫩粒粒,嫩粒粒,250,"daily,phrase"
"nyun6 zoek2",嫩雀,嫩雀,300,"daily,noun"
"maa4 maa4",嫲嫲,嫲嫲,300,"daily,family"
pit3,嫳,嫳,400,"daily,emotion"
"nau1 dou3 daan6 hei2",嬲到彈起,嬲到彈起,180,"daily,verb,emotion,phrase"
"nau1 hou2 ding6 siu3 hou2",嬲好定笑好,嬲好定笑好,160,"daily,verb,phrase"
"nau1 sei2",嬲死,嬲死,300,"daily,verb,emotion"
"nau1 baau3 baau3",嬲爆爆,嬲爆爆,250,"daily,adjective,emotion,phrase"
"zaan2 gwai2",㜺鬼,㜺鬼,300,daily
"zi2 zat6",子侄,子侄,300,"daily,noun,family"
"zi2 hau4",子喉,子喉,300,daily
"zi2 goeng1",子姜,子姜,300,daily
zi2,子,子,400,"daily,noun,body"
"zi2 gung1 ngoi6 jan6",子宮外孕,子宮外孕,180,"daily,phrase"
"zi2 gung1 ngaam4",子宮癌,子宮癌,250,"daily,phrase"
"zi2 dai6 bing1",子弟兵,子弟兵,250,"daily,noun,phrase"
"zi2 jyut6 si1 wan4",子曰詩云,子曰詩云,180,"daily,phrase"
"zi2 mou5 cong4",子母床,子母床,250,"daily,noun,phrase"
"zi2 hon2",子罕,子罕,300,daily
"zi2 goeng1",子薑,子薑,300,daily
"zi2 heoi1",子虛,子虛,300,daily
"zi2 heoi1 wu1 jau5",子虛烏有,子虛烏有,180,"daily,phrase"
hung2,孔,孔,400,number
"hung2 ming4 dang1",孔明燈,孔明燈,250,"daily,noun,phrase"
"hung2 zoek3 sek6",孔雀石,孔雀石,250,"daily,phrase"
"hung2 zoek3 sek6 luk6",孔雀石綠,孔雀石綠,180,"daily,phrase"
"maa1 ti1",孖T,孖T,300,"daily,noun"
"maa1 zai2",孖仔,孖仔,300,daily
"maa1 fan2",孖份,孖份,300,"daily,verb"
"maa1 zyu6 soeng5",孖住上,孖住上,250,"daily,verb,phrase"
"maa1 gung1 zai2",孖公仔,孖公仔,250,"daily,verb,phrase"
"maa1 sei3",孖四,孖四,300,"daily,verb,body"
"maa1 neoi2",孖女,孖女,300,daily
maa1,孖,孖,400,"daily,noun"
"maa1 bou2 hing1 dai6",孖寶兄弟,孖寶兄弟,180,"daily,phrase"
"maa1 bou2",孖寶,孖寶,300,"daily,noun"
"maa1 uk1",孖屋,孖屋,300,"daily,noun"
"maa1 zin2",孖展,孖展,300,"daily,noun"
"maa1 zi2 ging3",孖指徑,孖指徑,250,"daily,animal,phrase"
"maa1 saa1",孖沙,孖沙,300,"daily,noun"
"maa1 jin1 tung1",孖煙通,孖煙通,250,"daily,noun,phrase"
"maa1 saang1",孖生,孖生,300,"daily,noun"
"maa1 jip6",孖葉,孖葉,300,"daily,body"
"maa1 zong1",孖裝,孖裝,300,daily
"maa1 bin1",孖辮,孖辮,300,daily
"maa1 pou1",孖鋪,孖鋪,300,daily
"zi6 jat1 sik1",字一色,字一色,250,"daily,noun,phrase"
"zi6 wui6",字匯,字匯,300,daily
zi6,字,字,400,"daily,noun"
"zi6 zi6 zyu1 gei1",字字珠璣,字字珠璣,180,"daily,phrase"
"zi6 lap1",字粒,字粒,300,daily
"zi6 zi2",字紙,字紙,300,daily
"zi6 zi2 lo1",字紙籮,字紙籮,250,"daily,phrase"
"zi6 faa1",字花,字花,300,"daily,noun"
"zi6 so2",字鎖,字鎖,300,"daily,noun"
"zi6 min2 soeng6",字面上,字面上,250,"daily,phrase"
"zi6 mak6",字墨,字墨,300,daily
"cyun4 sam1 bat1 loeng4",存心不良,存心不良,180,"daily,phrase"
"cyun4 fun2 gei1",存款機,存款機,250,"daily,phrase"
"cyun4 fun2 bou2",存款簿,存款簿,250,"daily,phrase"
"cyun4 ji4",存疑,存疑,300,"daily,noun"
"cyun4 san1",存身,存身,300,"daily,verb"
"haau3 tong4",孝堂,孝堂,300,"daily,noun"
"haau3 zi2 jin4 syun1",孝子賢孫,孝子賢孫,180,"daily,phrase"
"maang6 mou5 saam1 cin1",孟母三遷,孟母三遷,180,"daily,noun,family,phrase"
"baau1 zi2 zik6 mat6",孢子植物,孢子植物,180,"daily,phrase"
"gwai3 hau6 fung1",季候風,季候風,250,"daily,noun,phrase"
"gwai3 cau1",季秋,季秋,300,"daily,noun"
"gwai3 gwan1",季軍,季軍,300,"daily,verb"
"gu1 ling1 ling1",孤伶伶,孤伶伶,250,"daily,phrase"
"gu1 ji4 zai2",孤兒仔,孤兒仔,250,"daily,phrase"
"gu1 daan1 daan1",孤單單,孤單單,250,"daily,adjective,phrase"
"gu1 hon4 zung2",孤寒種,孤寒種,250,"daily,noun,phrase"
"gu1 hon4 coi4 zyu2",孤寒財主,孤寒財主,180,"daily,noun,phrase"
"gu1 hon4 dok6",孤寒鐸,孤寒鐸,250,"daily,noun,animal,phrase"
"gu1 hon4 gwai2",孤寒鬼,孤寒鬼,250,"daily,verb,phrase"
"gu1 sing1 leoi6",孤星淚,孤星淚,250,"daily,phrase"
